a,6.232143,car/hour
p_service,0.698000,probability
p_reject,0.302000,probability
p_busy_ko1,0.285179,probability
p_busy_ko2,0.557411,probability
n_columns_avg,1.400000,cars
p_idle_ko1,0.292232,probability
p_idle_ko2,0.307768,probability
r_avg,0.288929,cars
t_wait_avg,0.116823,hour
t_service_avg,0.224642,hour
t_system_avg,0.271003,hour
n_avg,1.688929,cars
